"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Probability of premature mortality from NCDs","","2019","Mexico","Region of the Americas","Females","","13.48735","10.57705","17.06861","",
"Probability of premature mortality from NCDs","","2019","Micronesia (Federated States of)","Western Pacific Region","Total","","46.28722","26.01638","63.88337","",
"Probability of premature mortality from NCDs","","2019","Micronesia (Federated States of)","Western Pacific Region","Males","","52.08028","29.13538","69.79699","",
"Probability of premature mortality from NCDs","","2019","Micronesia (Federated States of)","Western Pacific Region","Females","","39.93985","22.84434","56.98883","",
"Probability of premature mortality from NCDs","","2019","Mongolia","Western Pacific Region","Total","","35.0336","23.99871","47.74665","",
"Probability of premature mortality from NCDs","","2019","Mongolia","Western Pacific Region","Males","","44.84644","31.75573","58.92558","",
"Probability of premature mortality from NCDs","","2019","Mongolia","Western Pacific Region","Females","","25.69048","17.00622","36.30878","",
"Probability of premature mortality from NCDs","","2019","Montenegro","European Region","Total","","22.3043","16.2405","29.32362","",
"Probability of premature mortality from NCDs","","2019","Montenegro","European Region","Males","","28.61395","21.05881","37.09778","",
"Probability of premature mortality from NCDs","","2019","Montenegro","European Region","Females","","15.97095","11.52311","21.27639","",
"Probability of premature mortality from NCDs","","2019","Morocco","Eastern Mediterranean Region","Total","","24.13039","15.93194","33.4739","",
"Probability of premature mortality from NCDs","","2019","Morocco","Eastern Mediterranean Region","Males","","25.96905","17.15998","35.61263","",
"Probability of premature mortality from NCDs","","2019","Morocco","Eastern Mediterranean Region","Females","","22.25042","14.69019","31.27027","",
"Probability of premature mortality from NCDs","","2019","Mozambique","African Region","Total","","30.55536","18.76937","44.59557","",
"Probability of premature mortality from NCDs","","2019","Mozambique","African Region","Males","","38.84523","25.25973","53.91321","",
"Probability of premature mortality from NCDs","","2019","Mozambique","African Region","Females","","23.87074","13.73491","36.69998","",
"Probability of premature mortality from NCDs","","2019","Myanmar","South-East Asian Region","Total","","24.9111","17.01366","34.22554","",
"Probability of premature mortality from NCDs","","2019","Myanmar","South-East Asian Region","Males","","30.6333","21.58013","41.27039","",
"Probability of premature mortality from NCDs","","2019","Myanmar","South-East Asian Region","Females","","20.24092","13.36949","28.29091","",
"Probability of premature mortality from NCDs","","2019","Namibia","African Region","Total","","22.62095","13.92301","33.70399","",
"Probability of premature mortality from NCDs","","2019","Namibia","African Region","Males","","29.63891","19.1384","42.04466","",
"Probability of premature mortality from NCDs","","2019","Namibia","African Region","Females","","17.34259","10.13075","27.18611","",
"Probability of premature mortality from NCDs","","2019","Nepal","South-East Asian Region","Total","","21.50248","12.90823","31.99061","",
"Probability of premature mortality from NCDs","","2019","Nepal","South-East Asian Region","Males","","23.85853","14.85228","34.6354","",
"Probability of premature mortality from NCDs","","2019","Nepal","South-East Asian Region","Females","","19.31664","11.12188","29.49392","",
"Probability of premature mortality from NCDs","","2019","Netherlands (Kingdom of the)","European Region","Total","","10.34735","8.06548","12.84101","",
"Probability of premature mortality from NCDs","","2019","Netherlands (Kingdom of the)","European Region","Males","","11.61041","9.17644","14.36951","",
"Probability of premature mortality from NCDs","","2019","Netherlands (Kingdom of the)","European Region","Females","","9.08721","6.95959","11.30988","",
"Probability of premature mortality from NCDs","","2019","New Zealand","Western Pacific Region","Total","","10.25782","8.26918","12.50584","",
"Probability of premature mortality from NCDs","","2019","New Zealand","Western Pacific Region","Males","","12.07818","9.81098","14.63935","",
"Probability of premature mortality from NCDs","","2019","New Zealand","Western Pacific Region","Females","","8.52746","6.80828","10.46985","",
"Probability of premature mortality from NCDs","","2019","Nicaragua","Region of the Americas","Total","","15.32533","10.52199","21.18848","",
"Probability of premature mortality from NCDs","","2019","Nicaragua","Region of the Americas","Males","","17.70402","12.07505","24.40181","",
"Probability of premature mortality from NCDs","","2019","Nicaragua","Region of the Americas","Females","","13.3975","9.27642","18.55313","",
"Probability of premature mortality from NCDs","","2019","Niger","African Region","Total","","20.95823","12.30298","32.24809","",
"Probability of premature mortality from NCDs","","2019","Niger","African Region","Males","","20.55477","11.85549","32.12225","",
"Probability of premature mortality from NCDs","","2019","Niger","African Region","Females","","21.34144","12.73772","32.34271","",
"Probability of premature mortality from NCDs","","2019","Nigeria","African Region","Total","","16.90245","10.9807","24.29444","",
"Probability of premature mortality from NCDs","","2019","Nigeria","African Region","Males","","16.06256","10.18662","23.74782","",
"Probability of premature mortality from NCDs","","2019","Nigeria","African Region","Females","","17.72388","11.74282","24.87362","",
"Probability of premature mortality from NCDs","","2019","North Macedonia","European Region","Total","","22.73179","15.87279","30.83595","",
"Probability of premature mortality from NCDs","","2019","North Macedonia","European Region","Males","","27.89177","19.68516","37.33623","",
"Probability of premature mortality from NCDs","","2019","North Macedonia","European Region","Females","","17.4771","12.0781","24.02567","",
"Probability of premature mortality from NCDs","","2019","Norway","European Region","Total","","8.69011","7.44382","9.89184","",
"Probability of premature mortality from NCDs","","2019","Norway","European Region","Males","","9.97772","8.71773","11.37168","",
"Probability of premature mortality from NCDs","","2019","Norway","European Region","Females","","7.36574","6.13589","8.36525","",
"Probability of premature mortality from NCDs","","2019","Oman","Eastern Mediterranean Region","Total","","21.47854","15.36473","28.95624","",
"Probability of premature mortality from NCDs","","2019","Oman","Eastern Mediterranean Region","Males","","22.46034","15.97678","30.46549","",
"Probability of premature mortality from NCDs","","2019","Oman","Eastern Mediterranean Region","Females","","20.25928","14.75933","26.84254","",
"Probability of premature mortality from NCDs","","2019","Pakistan","Eastern Mediterranean Region","Total","","29.41299","20.42164","40.02167","",
"Probability of premature mortality from NCDs","","2019","Pakistan","Eastern Mediterranean Region","Males","","31.8369","22.18884","43.14693","",
"Probability of premature mortality from NCDs","","2019","Pakistan","Eastern Mediterranean Region","Females","","26.8502","18.57505","36.65855","",
"Probability of premature mortality from NCDs","","2019","Panama","Region of the Americas","Total","","10.6979","7.23688","15.03853","",
"Probability of premature mortality from NCDs","","2019","Panama","Region of the Americas","Males","","12.68","8.58011","17.76716","",
"Probability of premature mortality from NCDs","","2019","Panama","Region of the Americas","Females","","8.81316","5.9708","12.41712","",
"Probability of premature mortality from NCDs","","2019","Papua New Guinea","Western Pacific Region","Total","","35.95613","22.2695","51.49453","",
"Probability of premature mortality from NCDs","","2019","Papua New Guinea","Western Pacific Region","Males","","40.2877","25.63262","56.36884","",
"Probability of premature mortality from NCDs","","2019","Papua New Guinea","Western Pacific Region","Females","","31.61828","18.98846","46.44393","",
"Probability of premature mortality from NCDs","","2019","Paraguay","Region of the Americas","Total","","16.02444","10.61003","22.88916","",
"Probability of premature mortality from NCDs","","2019","Paraguay","Region of the Americas","Males","","18.64725","12.40962","26.51913","",
"Probability of premature mortality from NCDs","","2019","Paraguay","Region of the Americas","Females","","13.2834","8.75069","19.03271","",
"Probability of premature mortality from NCDs","","2019","Peru","Region of the Americas","Total","","9.73561","6.01228","14.67182","",
"Probability of premature mortality from NCDs","","2019","Peru","Region of the Americas","Males","","9.87299","6.03117","15.02871","",
"Probability of premature mortality from NCDs","","2019","Peru","Region of the Americas","Females","","9.61732","6.00364","14.34683","",
"Probability of premature mortality from NCDs","","2019","Philippines","Western Pacific Region","Total","","24.52524","18.16832","31.40819","",
"Probability of premature mortality from NCDs","","2019","Philippines","Western Pacific Region","Males","","30.40364","22.65288","38.43796","",
"Probability of premature mortality from NCDs","","2019","Philippines","Western Pacific Region","Females","","18.84844","13.94383","24.44852","",
"Probability of premature mortality from NCDs","","2019","Poland","European Region","Total","","16.97474","13.03395","21.45325","",
"Probability of premature mortality from NCDs","","2019","Poland","European Region","Males","","22.80641","17.59581","28.52475","",
"Probability of premature mortality from NCDs","","2019","Poland","European Region","Females","","11.51932","8.8421","14.7059","",
"Probability of premature mortality from NCDs","","2019","Portugal","European Region","Total","","10.99051","8.54067","13.89131","",
"Probability of premature mortality from NCDs","","2019","Portugal","European Region","Males","","15.41736","12.1451","19.17876","",
"Probability of premature mortality from NCDs","","2019","Portugal","European Region","Females","","6.96096","5.29421","9.02099","",
"Probability of premature mortality from NCDs","","2019","Qatar","Eastern Mediterranean Region","Total","","10.74122","6.82144","15.96871","",
"Probability of premature mortality from NCDs","","2019","Qatar","Eastern Mediterranean Region","Males","","10.07819","6.29727","15.17663","",
"Probability of premature mortality from NCDs","","2019","Qatar","Eastern Mediterranean Region","Females","","13.2379","8.80034","18.94007","",
"Probability of premature mortality from NCDs","","2019","Republic of Korea","Western Pacific Region","Total","","7.26556","5.26071","9.85902","",
"Probability of premature mortality from NCDs","","2019","Republic of Korea","Western Pacific Region","Males","","10.12365","7.38268","13.71024","",
"Probability of premature mortality from NCDs","","2019","Republic of Korea","Western Pacific Region","Females","","4.43537","3.18111","5.99029","",
"Probability of premature mortality from NCDs","","2019","Republic of Moldova","European Region","Total","","24.06048","19.23365","29.1536","",
"Probability of premature mortality from NCDs","","2019","Republic of Moldova","European Region","Males","","33.77298","27.48994","40.1142","",
"Probability of premature mortality from NCDs","","2019","Republic of Moldova","European Region","Females","","15.72143","12.3182","19.48013","",
"Probability of premature mortality from NCDs","","2019","Romania","European Region","Total","","20.95173","15.69464","26.81998","",
"Probability of premature mortality from NCDs","","2019","Romania","European Region","Males","","28.62012","21.7708","36.00465","",
"Probability of premature mortality from NCDs","","2019","Romania","European Region","Females","","13.64764","10.06036","17.79963","",
"Probability of premature mortality from NCDs","","2019","Russian Federation","European Region","Total","","24.20199","19.45625","29.1595","",
"Probability of premature mortality from NCDs","","2019","Russian Federation","European Region","Males","","35.00043","28.5099","41.43433","",
"Probability of premature mortality from NCDs","","2019","Russian Federation","European Region","Females","","15.24968","12.1837","18.64662","",
"Probability of premature mortality from NCDs","","2019","Rwanda","African Region","Total","","20.22767","11.47808","31.78751","",
"Probability of premature mortality from NCDs","","2019","Rwanda","African Region","Males","","21.96108","12.50605","34.48077","",
"Probability of premature mortality from NCDs","","2019","Rwanda","African Region","Females","","18.72632","10.60627","29.3946","",
"Probability of premature mortality from NCDs","","2019","Saint Lucia","Region of the Americas","Total","","17.68382","12.86145","23.38406","",
"Probability of premature mortality from NCDs","","2019","Saint Lucia","Region of the Americas","Males","","20.79416","15.24354","27.33424","",
"Probability of premature mortality from NCDs","","2019","Saint Lucia","Region of the Americas","Females","","14.63169","10.54813","19.45341","",
"Probability of premature mortality from NCDs","","2019","Saint Vincent and the Grenadines","Region of the Americas","Total","","20.65362","15.55456","26.53048","",
"Probability of premature mortality from NCDs","","2019","Saint Vincent and the Grenadines","Region of the Americas","Males","","22.79466","17.25661","29.21163","",
"Probability of premature mortality from NCDs","","2019","Saint Vincent and the Grenadines","Region of the Americas","Females","","18.39396","13.77093","23.67014","",
"Probability of premature mortality from NCDs","","2019","Samoa","Western Pacific Region","Total","","31.1977","20.76839","43.14237","",
"Probability of premature mortality from NCDs","","2019","Samoa","Western Pacific Region","Males","","33.09207","22.79335","44.75204","",
"Probability of premature mortality from NCDs","","2019","Samoa","Western Pacific Region","Females","","29.24333","18.69481","41.46891","",
"Probability of premature mortality from NCDs","","2019","Sao Tome and Principe","African Region","Total","","20.97365","12.80639","30.79448","",
"Probability of premature mortality from NCDs","","2019","Sao Tome and Principe","African Region","Males","","21.73446","13.64594","31.34825","",
"Probability of premature mortality from NCDs","","2019","Sao Tome and Principe","African Region","Females","","20.36699","12.1106","30.38899","",
"Probability of premature mortality from NCDs","","2019","Saudi Arabia","Eastern Mediterranean Region","Total","","20.89609","14.5165","28.21971","",
"Probability of premature mortality from NCDs","","2019","Saudi Arabia","Eastern Mediterranean Region","Males","","22.36418","15.69444","29.78519","",
"Probability of premature mortality from NCDs","","2019","Saudi Arabia","Eastern Mediterranean Region","Females","","18.43824","12.56257","25.56285","",
"Probability of premature mortality from NCDs","","2019","Senegal","African Region","Total","","19.52728","11.90662","28.75293","",
"Probability of premature mortality from NCDs","","2019","Senegal","African Region","Males","","19.12423","11.54403","28.43897","",
"Probability of premature mortality from NCDs","","2019","Senegal","African Region","Females","","19.85716","12.19901","29.02271","",
"Probability of premature mortality from NCDs","","2019","Serbia","European Region","Total","","21.95099","15.5673","29.50533","",
"Probability of premature mortality from NCDs","","2019","Serbia","European Region","Males","","28.30959","20.38021","37.40735","",
"Probability of premature mortality from NCDs","","2019","Serbia","European Region","Females","","15.8548","11.07083","21.68048","",
"Probability of premature mortality from NCDs","","2019","Seychelles","African Region","Total","","21.10892","14.74955","28.70009","",
"Probability of premature mortality from NCDs","","2019","Seychelles","African Region","Males","","26.73152","19.0199","35.75774","",
"Probability of premature mortality from NCDs","","2019","Seychelles","African Region","Females","","15.14554","10.32631","20.97999","",
"Probability of premature mortality from NCDs","","2019","Sierra Leone","African Region","Total","","23.54696","14.06109","35.27679","",
"Probability of premature mortality from NCDs","","2019","Sierra Leone","African Region","Males","","22.09968","13.0168","33.59053","",
"Probability of premature mortality from NCDs","","2019","Sierra Leone","African Region","Females","","24.85576","15.00331","36.80286","",
"Probability of premature mortality from NCDs","","2019","Singapore","Western Pacific Region","Total","","9.46947","7.32955","11.88495","",
"Probability of premature mortality from NCDs","","2019","Singapore","Western Pacific Region","Males","","11.74407","9.19607","14.54753","",
"Probability of premature mortality from NCDs","","2019","Singapore","Western Pacific Region","Females","","6.81066","5.15899","8.7555","",
"Probability of premature mortality from NCDs","","2019","Slovakia","European Region","Total","","15.47442","10.47595","21.63574","",
"Probability of premature mortality from NCDs","","2019","Slovakia","European Region","Males","","20.98206","14.42756","28.84871","",
"Probability of premature mortality from NCDs","","2019","Slovakia","European Region","Females","","10.38811","6.90871","14.7815","",
"Probability of premature mortality from NCDs","","2019","Slovenia","European Region","Total","","11.44503","7.78615","16.15461","",
"Probability of premature mortality from NCDs","","2019","Slovenia","European Region","Males","","14.7955","10.23034","20.55825","",
"Probability of premature mortality from NCDs","","2019","Slovenia","European Region","Females","","7.97978","5.29041","11.52476","",
"Probability of premature mortality from NCDs","","2019","Solomon Islands","Western Pacific Region","Total","","39.20307","27.14076","52.41624","",
"Probability of premature mortality from NCDs","","2019","Solomon Islands","Western Pacific Region","Males","","44.07821","31.22961","57.7395","",
"Probability of premature mortality from NCDs","","2019","Solomon Islands","Western Pacific Region","Females","","33.91491","22.82048","46.439","",
"Probability of premature mortality from NCDs","","2019","Somalia","Eastern Mediterranean Region","Total","","30.4087","17.35538","47.45616","",
"Probability of premature mortality from NCDs","","2019","Somalia","Eastern Mediterranean Region","Males","","34.01703","19.90126","51.74582","",
"Probability of premature mortality from NCDs","","2019","Somalia","Eastern Mediterranean Region","Females","","26.71722","14.80217","42.93748","",
"Probability of premature mortality from NCDs","","2019","South Africa","African Region","Total","","24.13278","19.55076","29.26052","",
"Probability of premature mortality from NCDs","","2019","South Africa","African Region","Males","","28.47755","23.64527","33.89288","",
"Probability of premature mortality from NCDs","","2019","South Africa","African Region","Females","","20.43271","16.04187","25.32633","",
"Probability of premature mortality from NCDs","","2019","South Sudan","African Region","Total","","16.81432","9.20845","27.44692","",
"Probability of premature mortality from NCDs","","2019","South Sudan","African Region","Males","","17.57273","9.66088","28.58351","",
"Probability of premature mortality from NCDs","","2019","South Sudan","African Region","Females","","16.14063","8.80951","26.42681","",
"Probability of premature mortality from NCDs","","2019","Spain","European Region","Total","","9.60723","7.56617","11.98266","",
"Probability of premature mortality from NCDs","","2019","Spain","European Region","Males","","12.82935","10.27144","15.76209","",
"Probability of premature mortality from NCDs","","2019","Spain","European Region","Females","","6.47225","4.95182","8.27734","",
"Probability of premature mortality from NCDs","","2019","Sri Lanka","South-East Asian Region","Total","","13.20548","8.12541","19.83095","",
"Probability of premature mortality from NCDs","","2019","Sri Lanka","South-East Asian Region","Males","","17.47581","10.8108","25.98758","",
"Probability of premature mortality from NCDs","","2019","Sri Lanka","South-East Asian Region","Females","","9.35157","5.75048","14.11428","",
"Probability of premature mortality from NCDs","","2019","Sudan","Eastern Mediterranean Region","Total","","22.80054","13.96761","34.04431","",
"Probability of premature mortality from NCDs","","2019","Sudan","Eastern Mediterranean Region","Males","","24.33986","14.66371","36.65239","",
"Probability of premature mortality from NCDs","","2019","Sudan","Eastern Mediterranean Region","Females","","21.36462","13.32349","31.56722","",
"Probability of premature mortality from NCDs","","2019","Suriname","Region of the Americas","Total","","22.74178","15.74267","30.97676","",
"Probability of premature mortality from NCDs","","2019","Suriname","Region of the Americas","Males","","27.83743","19.64829","37.2963","",
"Probability of premature mortality from NCDs","","2019","Suriname","Region of the Americas","Females","","17.92571","12.12304","24.85001","",
"Probability of premature mortality from NCDs","","2019","Sweden","European Region","Total","","8.37683","6.85673","10.02084","",
"Probability of premature mortality from NCDs","","2019","Sweden","European Region","Males","","9.63078","8.001","11.43121","",
"Probability of premature mortality from NCDs","","2019","Sweden","European Region","Females","","7.11332","5.70671","8.59624","",
"Probability of premature mortality from NCDs","","2019","Switzerland","European Region","Total","","7.88999","6.10381","9.96902","",
"Probability of premature mortality from NCDs","","2019","Switzerland","European Region","Males","","9.64602","7.54582","12.15195","",
"Probability of premature mortality from NCDs","","2019","Switzerland","European Region","Females","","6.12785","4.66311","7.7667","",
"Probability of premature mortality from NCDs","","2019","Syrian Arab Republic","Eastern Mediterranean Region","Total","","22.11282","15.30319","30.58593","",
"Probability of premature mortality from NCDs","","2019","Syrian Arab Republic","Eastern Mediterranean Region","Males","","26.06569","18.25352","35.54442","",
"Probability of premature mortality from NCDs","","2019","Syrian Arab Republic","Eastern Mediterranean Region","Females","","18.30996","12.50734","25.71877","",
"Probability of premature mortality from NCDs","","2019","Tajikistan","European Region","Total","","28.33378","20.61498","37.27563","",
"Probability of premature mortality from NCDs","","2019","Tajikistan","European Region","Males","","31.7834","23.0899","41.56778","",
"Probability of premature mortality from NCDs","","2019","Tajikistan","European Region","Females","","25.052","18.29618","33.11048","",
"Probability of premature mortality from NCDs","","2019","Thailand","South-East Asian Region","Total","","13.73192","8.4717","20.45157","",
"Probability of premature mortality from NCDs","","2019","Thailand","South-East Asian Region","Males","","17.20181","10.51478","25.53782","",
"Probability of premature mortality from NCDs","","2019","Thailand","South-East Asian Region","Females","","10.53276","6.61942","15.64861","",
"Probability of premature mortality from NCDs","","2019","Timor-Leste","South-East Asian Region","Total","","19.94579","11.25154","30.28357","",
"Probability of premature mortality from NCDs","","2019","Timor-Leste","South-East Asian Region","Males","","21.49211","11.56432","33.28431","",
"Probability of premature mortality from NCDs","","2019","Timor-Leste","South-East Asian Region","Females","","18.40546","10.95712","27.20984","",
"Probability of premature mortality from NCDs","","2019","Togo","African Region","Total","","23.85005","14.74097","35.11126","",
"Probability of premature mortality from NCDs","","2019","Togo","African Region","Males","","26.75047","16.65045","39.04561","",
"Probability of premature mortality from NCDs","","2019","Togo","African Region","Females","","21.17334","13.00973","31.39457","",
"Probability of premature mortality from NCDs","","2019","Tonga","Western Pacific Region","Total","","24.79835","16.21238","35.1472","",
"Probability of premature mortality from NCDs","","2019","Tonga","Western Pacific Region","Males","","29.52099","19.54128","41.26828","",
"Probability of premature mortality from NCDs","","2019","Tonga","Western Pacific Region","Females","","20.20571","13.05665","28.98547","",
"Probability of premature mortality from NCDs","","2019","Trinidad and Tobago","Region of the Americas","Total","","17.13826","11.61193","23.98418","",
"Probability of premature mortality from NCDs","","2019","Trinidad and Tobago","Region of the Americas","Males","","20.33755","13.83743","28.20243","",
"Probability of premature mortality from NCDs","","2019","Trinidad and Tobago","Region of the Americas","Females","","14.04838","9.48849","19.84449","",
"Probability of premature mortality from NCDs","","2019","Tunisia","Eastern Mediterranean Region","Total","","15.72825","9.86355","23.18672","",
"Probability of premature mortality from NCDs","","2019","Tunisia","Eastern Mediterranean Region","Males","","19.16383","12.05286","28.02682","",
"Probability of premature mortality from NCDs","","2019","Tunisia","Eastern Mediterranean Region","Females","","12.38321","7.76556","18.36728","",
"Probability of premature mortality from NCDs","","2019","Türkiye","European Region","Total","","15.62715","10.95816","21.1862","",
"Probability of premature mortality from NCDs","","2019","Türkiye","European Region","Males","","20.98271","15.01311","27.95008","",
"Probability of premature mortality from NCDs","","2019","Türkiye","European Region","Females","","10.7999","7.36961","14.94858","",
"Probability of premature mortality from NCDs","","2019","Turkmenistan","European Region","Total","","27.70148","20.80977","35.85055","",
"Probability of premature mortality from NCDs","","2019","Turkmenistan","European Region","Males","","33.95368","25.86942","43.10279","",
"Probability of premature mortality from NCDs","","2019","Turkmenistan","European Region","Females","","22.33646","16.55967","29.45956","",
"Probability of premature mortality from NCDs","","2019","Uganda","African Region","Total","","21.17073","12.62745","31.80652","",
"Probability of premature mortality from NCDs","","2019","Uganda","African Region","Males","","24.69807","14.91155","36.64666","",
"Probability of premature mortality from NCDs","","2019","Uganda","African Region","Females","","18.25329","10.79099","27.66872","",
"Probability of premature mortality from NCDs","","2019","Ukraine","European Region","Total","","25.52477","19.57793","32.64099","",
"Probability of premature mortality from NCDs","","2019","Ukraine","European Region","Males","","36.92513","29.02384","45.78421","",
"Probability of premature mortality from NCDs","","2019","Ukraine","European Region","Females","","16.03051","12.00613","21.19403","",
"Probability of premature mortality from NCDs","","2019","United Arab Emirates","Eastern Mediterranean Region","Total","","18.50345","10.54849","28.94601","",
"Probability of premature mortality from NCDs","","2019","United Arab Emirates","Eastern Mediterranean Region","Males","","19.80492","11.29757","30.90378","",
"Probability of premature mortality from NCDs","","2019","United Arab Emirates","Eastern Mediterranean Region","Females","","15.49265","8.86993","24.28275","",
"Probability of premature mortality from NCDs","","2019","United Kingdom of Great Britain and Northern Ireland","European Region","Total","","10.29892","9.29344","11.20679","",
"Probability of premature mortality from NCDs","","2019","United Kingdom of Great Britain and Northern Ireland","European Region","Males","","12.10377","11.05315","13.12239","",
"Probability of premature mortality from NCDs","","2019","United Kingdom of Great Britain and Northern Ireland","European Region","Females","","8.53109","7.57157","9.32803","",
"Probability of premature mortality from NCDs","","2019","United Republic of Tanzania","African Region","Total","","17.4054","10.33218","26.69474","",
"Probability of premature mortality from NCDs","","2019","United Republic of Tanzania","African Region","Males","","18.09925","10.41895","28.50419","",
"Probability of premature mortality from NCDs","","2019","United Republic of Tanzania","African Region","Females","","16.84628","10.29506","25.13601","",
"Probability of premature mortality from NCDs","","2019","United States of America","Region of the Americas","Total","","13.55883","12.14766","14.90732","",
"Probability of premature mortality from NCDs","","2019","United States of America","Region of the Americas","Males","","16.11407","14.606","17.69773","",
"Probability of premature mortality from NCDs","","2019","United States of America","Region of the Americas","Females","","11.0897","9.77766","12.20166","",
"Probability of premature mortality from NCDs","","2019","Uruguay","Region of the Americas","Total","","16.4621","12.99646","20.37235","",
"Probability of premature mortality from NCDs","","2019","Uruguay","Region of the Americas","Males","","20.6462","16.6114","25.1902","",
"Probability of premature mortality from NCDs","","2019","Uruguay","Region of the Americas","Females","","12.66185","9.74156","15.9488","",
"Probability of premature mortality from NCDs","","2019","Uzbekistan","European Region","Total","","25.2994","20.22259","31.00493","",
"Probability of premature mortality from NCDs","","2019","Uzbekistan","European Region","Males","","29.75456","23.97968","36.03549","",
"Probability of premature mortality from NCDs","","2019","Uzbekistan","European Region","Females","","21.16422","16.77469","26.27583","",
"Probability of premature mortality from NCDs","","2019","Vanuatu","Western Pacific Region","Total","","39.72181","26.33637","54.95876","",
"Probability of premature mortality from NCDs","","2019","Vanuatu","Western Pacific Region","Males","","45.07084","31.3581","60.39263","",
"Probability of premature mortality from NCDs","","2019","Vanuatu","Western Pacific Region","Females","","33.51999","20.63199","48.43565","",
"Probability of premature mortality from NCDs","","2019","Venezuela (Bolivarian Republic of)","Region of the Americas","Total","","14.79505","10.15585","20.53367","",
"Probability of premature mortality from NCDs","","2019","Venezuela (Bolivarian Republic of)","Region of the Americas","Males","","16.887","11.64167","23.25332","",
"Probability of premature mortality from NCDs","","2019","Venezuela (Bolivarian Republic of)","Region of the Americas","Females","","12.8868","8.81046","18.03057","",
"Probability of premature mortality from NCDs","","2019","Viet Nam","Western Pacific Region","Total","","21.24348","13.35006","30.59246","",
"Probability of premature mortality from NCDs","","2019","Viet Nam","Western Pacific Region","Males","","29.10897","18.72811","40.69381","",
"Probability of premature mortality from NCDs","","2019","Viet Nam","Western Pacific Region","Females","","13.7259","8.41883","20.42691","",
"Probability of premature mortality from NCDs","","2019","Yemen","Eastern Mediterranean Region","Total","","27.5996","17.87041","39.86286","",
"Probability of premature mortality from NCDs","","2019","Yemen","Eastern Mediterranean Region","Males","","30.63558","20.12539","43.95659","",
"Probability of premature mortality from NCDs","","2019","Yemen","Eastern Mediterranean Region","Females","","24.75603","15.78575","35.93594","",
"Probability of premature mortality from NCDs","","2019","Zambia","African Region","Total","","24.56461","15.22818","35.99286","",
"Probability of premature mortality from NCDs","","2019","Zambia","African Region","Males","","29.19413","18.39859","41.88033","",
"Probability of premature mortality from NCDs","","2019","Zambia","African Region","Females","","20.57302","12.5618","30.74969","",
"Probability of premature mortality from NCDs","","2019","Zimbabwe","African Region","Total","","28.3875","17.81109","41.05128","",
"Probability of premature mortality from NCDs","","2019","Zimbabwe","African Region","Males","","30.25421","19.72155","42.99831","",
"Probability of premature mortality from NCDs","","2019","Zimbabwe","African Region","Females","","27.14721","16.51003","39.7598","",
"Percentage of total deaths due to NCDs","","2019","","African Region","Total","","37.1153211","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","African Region","Males","","35.1289071","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","African Region","Females","","39.4468702","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Eastern Mediterranean Region","Total","","66.2317087","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Eastern Mediterranean Region","Males","","64.4152445","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Eastern Mediterranean Region","Females","","68.4522814","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","European Region","Total","","89.5748894","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","European Region","Males","","87.5424163","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","European Region","Females","","91.6545329","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Global","Total","","73.6338214","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Global","Males","","72.2591948","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Global","Females","","75.2705218","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Region of the Americas","Total","","81.2656202","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Region of the Americas","Males","","77.7592679","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Region of the Americas","Females","","85.2382902","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","South-East Asian Region","Total","","68.6050799","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","South-East Asian Region","Males","","68.7385044","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","South-East Asian Region","Females","","68.4473578","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Western Pacific Region","Total","","86.7987022","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Western Pacific Region","Males","","85.8219744","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","","Western Pacific Region","Females","","88.127689","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","Afghanistan","Eastern Mediterranean Region","Total","","49.7810849","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","Afghanistan","Eastern Mediterranean Region","Males","","47.4120823","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","Afghanistan","Eastern Mediterranean Region","Females","","52.1331707","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","Albania","European Region","Total","","93.9408931","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","Albania","European Region","Males","","92.3901078","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","Albania","European Region","Females","","95.3354945","no data","no data","",
"Percentage of total deaths due to NCDs","","2019","Algeria","African Region","Total","","79.3555504","no data","no data","",
